Block,Area_m2,MeanDepth_m,Volume_m3
Block-1446,17100.0,0.91,16205.9
Block-1447,5700.0,3.11,17231.5
Block-1448,1800.0,3.77,6799.7
Block-1449,3100.0,1.64,5805.3
Block-1450,1500.0,1.43,2097.5
Block-1451,10400.0,4.01,40811.6
Block-1452,900.0,1.38,1261.8
Block-1453,900.0,1.43,1347.6
Block-1454,35400.0,3.19,118672.9
Block-1455,34100.0,6.09,210911.9
Block-1456,3000.0,2.93,8824.0
Block-1457,1600.0,1.49,2272.6
Block-1458,5600.0,1.04,7005.8
Block-1459,1400.0,1.41,2016.5
Block-1460,20500.0,1.63,38208.8
Block-1461,7800.0,1.43,11647.1
Block-1462,900.0,1.38,1233.9
Block-1463,40100.0,3.72,156003.3
Block-1464,13700.0,2.57,36598.7
Block-1465,5900.0,2.49,15083.7
Block-1466,4400.0,0.74,3630.8
Block-1467,384900.0,0.67,772918.3
Block-1468,8200.0,2.69,22372.6
Block-1469,2700.0,1.58,4460.1
Block-1470,1200.0,1.3,1588.8
Block-1471,900.0,2.06,1802.3
Block-1472,900.0,1.19,1100.0
Block-1473,292400.0,4.74,1398127.7
Block-1474,900.0,2.08,1907.1
Block-1475,2700.0,2.18,5474.5
Block-1476,11800.0,4.42,52680.4
Block-1477,6700.0,3.06,20384.9
Block-1478,900.0,1.6,1455.4
Block-1479,900.0,2.65,2438.2
Block-1480,3100.0,0.79,2826.3
Block-1481,22200.0,2.99,67871.9
Block-1482,900.0,0.92,863.4
Block-1483,900.0,2.14,1949.9
Block-1484,6600.0,2.31,16269.2
Block-1485,900.0,0.69,579.3
Block-1486,42100.0,4.77,219853.9
Block-1487,4100.0,2.9,12188.8
Block-1488,1400.0,2.26,3163.2
Block-1489,1200.0,1.03,1248.2
Block-1490,800.0,3.53,2779.4
Block-1491,3500.0,2.03,7303.0
Block-1492,1500.0,0.69,1013.8
Block-1493,3100.0,2.12,7256.6
Block-1494,900.0,2.08,1934.1
Block-1495,1800.0,3.94,6327.0
Block-1496,1900.0,1.1,2282.3
Block-1497,900.0,0.37,367.8
Block-1498,2600.0,1.65,4071.3
Block-1499,4800.0,2.16,11286.5
Block-1500,3300.0,1.84,6305.3
Block-1501,900.0,1.21,1080.2
Block-1502,1800.0,1.38,2468.4
Block-1503,1500.0,2.74,3834.1
Block-1504,1700.0,0.86,1571.4
Block-1505,2600.0,1.86,5653.3
Block-1506,900.0,0.65,591.4
Block-1507,1500.0,2.88,4333.3
Block-1508,1900.0,0.19,575.2
Block-1509,80800.0,5.66,447861.4
Block-1510,900.0,0.59,664.9
Block-1511,4700.0,3.45,15606.5
Block-1512,900.0,1.86,1690.1
Block-1513,12000.0,0.95,13849.4
Block-1514,900.0,1.58,1467.9
Block-1515,1600.0,2.43,3884.2
Block-1516,900.0,1.13,1051.1
Block-1517,7700.0,3.37,27095.6
Block-1518,1500.0,2.12,3198.5
Block-1519,2300.0,1.46,3489.6
Block-1520,1200.0,1.06,1173.2
Block-1521,4700.0,0.82,4939.6
Block-1522,1800.0,1.8,3228.9
Block-1523,169600.0,5.11,868221.5
Block-1524,3800.0,1.4,5621.3
Block-1525,30600.0,-0.3,28939.0
Block-1526,1800.0,1.95,3496.4
Block-1527,8800.0,3.72,32729.2
Block-1528,1200.0,1.89,2298.8
Block-1529,1200.0,2.99,3570.3
Block-1530,900.0,0.99,879.4
Block-1531,900.0,1.97,1750.6
Block-1532,3600.0,1.72,6519.2
Block-1533,1800.0,2.07,3801.3
Block-1534,1200.0,1.1,1360.0
Block-1535,900.0,1.34,1207.1
Block-1536,28600.0,4.84,136708.9
Block-1537,1800.0,1.3,2527.4
Block-1538,2400.0,1.07,2481.0
Block-1539,900.0,0.68,646.9
Block-1540,3000.0,-0.04,352.9
Block-1541,126700.0,4.68,587410.1
Block-1542,600.0,2.94,1777.1
Block-1543,1200.0,1.8,2187.8
Block-1544,34400.0,3.79,134512.4
Block-1545,2600.0,1.27,3678.2
Block-1546,335700.0,1.62,846291.5
Block-1547,5400.0,2.05,11103.4
Block-1548,5700.0,2.82,17743.1
Block-1549,1400.0,1.64,2298.6
Block-1550,900.0,1.47,1353.2
Block-1551,9900.0,0.55,9398.4
Block-1552,61500.0,6.14,350059.0
Block-1553,900.0,0.77,790.1
Block-1554,1200.0,1.28,1452.7
Block-1555,11500.0,2.17,35473.9
Block-1556,1900.0,1.19,2266.5
Block-1557,900.0,1.59,1471.9
Block-1558,63800.0,2.01,407913.7
Block-1559,2300.0,2.46,5630.5
Block-1560,1800.0,2.04,3592.8
Block-1561,12400.0,1.14,18039.9
Block-1562,1200.0,2.15,2578.4
Block-1563,15900.0,3.87,61145.2
Block-1564,3400.0,2.48,8514.6
Block-1565,1200.0,1.76,2142.0
Block-1566,1800.0,2.55,4656.8
Block-1567,2200.0,3.0,7157.7
Block-1568,738200.0,-7.97,1197895.0
Block-1569,2400.0,-0.24,302.9
Block-1570,2400.0,0.09,1220.5
Block-1571,5500.0,2.19,11726.0
Block-1572,1800.0,3.62,6549.0
Block-1573,2000.0,2.29,4728.2
Block-1574,900.0,1.52,1388.8
Block-1575,3000.0,3.89,11397.0
Block-1576,900.0,1.21,1072.7
Block-1577,1700.0,1.76,2995.1
Block-1578,3700.0,2.59,9257.4
Block-1579,7500.0,4.23,33000.6
Block-1580,9800.0,2.83,27561.7
Block-1581,27700.0,4.16,107666.5
Block-1582,900.0,1.98,1739.9
Block-1583,900.0,0.83,780.4
Block-1584,900.0,1.5,1353.9
Block-1585,1200.0,1.65,1971.7
Block-1586,5500.0,1.46,8621.1
Block-1587,900.0,2.16,1943.8
Block-1588,3000.0,0.56,1658.1
Block-1589,1200.0,2.02,2441.2
Block-1590,2000.0,0.82,1581.3
Block-1591,1600.0,1.21,2055.9
Block-1592,84700.0,0.94,148712.1
Block-1593,900.0,1.54,1358.8
Block-1594,9000.0,0.47,7159.7
Block-1595,1700.0,0.77,1522.1
Block-1596,900.0,0.99,932.8
Block-1597,1200.0,2.17,2672.6
Block-1598,3400.0,3.18,10951.4
Block-1599,19200.0,1.79,35212.1
Block-1600,900.0,1.15,1047.6
Block-1601,5500.0,2.97,16158.2
Block-1602,37300.0,-0.07,45257.1
Block-1603,1900.0,-0.12,231.4
Block-1604,2300.0,1.63,3802.2
Block-1605,3200.0,-0.07,1612.7
Block-1606,4100.0,2.96,12114.5
Block-1607,2500.0,1.06,2779.2
Block-1608,27300.0,2.47,69700.8
Block-1609,38200.0,4.34,187042.8
Block-1610,4700.0,3.61,15940.1
Block-1611,1800.0,1.88,3353.9
Block-1612,1500.0,1.28,1888.2
Block-1613,5500.0,3.25,16439.4
Block-1614,2700.0,2.11,5957.2
Block-1615,1800.0,1.45,2647.2
Block-1616,900.0,0.6,556.3
Block-1617,16100.0,2.91,46861.9
Block-1618,3200.0,1.28,4306.4
Block-1619,5500.0,-1.43,1476.4
Block-1620,10500.0,0.34,8117.5
Block-1621,900.0,1.08,1038.6
Block-1622,3300.0,2.63,9214.6
Block-1623,3600.0,0.63,2561.7
Block-1624,6600.0,1.15,10044.9
Block-1625,1200.0,2.29,2721.2
Block-1626,900.0,1.54,1396.7
Block-1627,2300.0,0.19,1282.8
Block-1628,1200.0,2.99,3619.5
Block-1629,900.0,1.48,1329.9
Block-1630,900.0,1.11,962.9
Block-1631,3400.0,2.13,7767.7
Block-1632,1500.0,0.96,1546.6
Block-1633,900.0,0.83,727.0
Block-1634,24100.0,3.25,81018.4
Block-1635,28300.0,1.68,44601.7
Block-1636,31000.0,3.74,113461.7
Block-1637,900.0,0.6,616.7
Block-1638,5800.0,-0.17,2540.2
Block-1639,7900.0,0.65,10308.6
Block-1640,12500.0,4.36,57699.9
Block-1641,6900.0,1.96,13613.4
Block-1642,1200.0,2.27,2695.7
Block-1643,3600.0,3.27,11979.8
Block-1644,1200.0,2.43,2919.0
Block-1645,1400.0,0.73,1051.3
Block-1646,26700.0,0.49,34147.2
Block-1647,2000.0,1.04,2355.8
Block-1648,19400.0,4.12,78151.5
Block-1649,900.0,1.14,1037.9
Block-1650,5900.0,4.2,24233.2
Block-1651,900.0,0.96,816.7
Block-1652,900.0,0.29,328.7
Block-1653,1200.0,1.68,2080.9
Block-1654,3100.0,1.97,5941.9
Block-1655,12100.0,2.35,28797.2
Block-1656,2500.0,1.47,3656.7
Block-1657,2600.0,1.99,5190.1
Block-1658,21700.0,0.08,16744.4
Block-1659,1200.0,2.89,3434.7
Block-1660,3500.0,2.3,8134.7
Block-1661,8300.0,0.05,4028.6
Block-1662,900.0,1.72,1597.1
Block-1663,7400.0,0.81,8859.2
Block-1664,900.0,2.56,2291.6
Block-1665,28200.0,3.01,86480.6
Block-1666,900.0,1.46,1312.1
Block-1667,161400.0,-0.46,254309.9
Block-1668,900.0,1.45,1336.5
Block-1669,1200.0,2.25,2608.7
Block-1670,17900.0,1.28,30471.8
Block-1671,1500.0,0.82,1268.2
Block-1672,900.0,0.76,730.9
Block-1673,33600.0,3.36,118037.2
Block-1674,900.0,1.25,1146.3
Block-1675,4700.0,2.51,11621.4
Block-1676,2700.0,2.47,6585.1
Block-1677,3600.0,1.32,5343.9
Block-1678,900.0,1.97,1745.7
Block-1679,900.0,2.78,2444.2
Block-1680,2100.0,3.07,6815.2
Block-1681,38200.0,-0.37,38786.2
Block-1682,900.0,1.89,1733.4
Block-1683,13300.0,3.95,50511.1
Block-1684,2800.0,0.24,1040.5
Block-1685,900.0,1.47,1320.2
Block-1686,2400.0,1.87,4646.7
Block-1687,1800.0,1.67,3021.2
Block-1688,900.0,1.44,1333.0
Block-1689,900.0,0.59,510.4
Block-1690,14700.0,3.32,48538.6
Block-1691,900.0,2.56,2290.5
Block-1692,3200.0,0.65,2246.1
Block-1693,4700.0,-0.15,1217.5
Block-1694,40700.0,2.62,134676.5
Block-1695,27800.0,2.15,61953.3
Block-1696,48600.0,4.14,223051.0
Block-1697,1500.0,3.57,6152.0
Block-1698,900.0,1.64,1525.1
Block-1699,900.0,0.38,386.2
Block-1700,900.0,2.54,2300.7
Block-1701,6800.0,3.88,26691.7
Block-1702,900.0,1.9,1703.1
Block-1703,21900.0,4.07,93139.7
Block-1704,16500.0,1.74,29322.9
Block-1705,2200.0,0.83,2063.6
Block-1706,7500.0,2.16,16043.0
Block-1707,900.0,1.3,1195.2
Block-1708,11400.0,2.27,26766.3
Block-1709,2900.0,1.29,3835.0
Block-1710,900.0,1.32,1221.0
Block-1711,1200.0,1.22,1489.8
Block-1712,3400.0,2.1,7369.0
Block-1713,1800.0,1.57,2852.6
Block-1714,2700.0,0.97,2476.3
Block-1715,2300.0,1.98,4696.7
Block-1716,1200.0,1.81,2199.3
Block-1717,900.0,0.97,893.6
Block-1718,3100.0,-0.01,1319.8
Block-1719,12200.0,2.37,28545.0
Block-1720,1200.0,2.06,2534.4
Block-1721,3200.0,1.81,6350.2
Block-1722,1800.0,2.03,3785.9
Block-1723,900.0,1.34,1170.1
Block-1724,900.0,0.8,822.2
Block-1725,26200.0,5.72,142300.6
Block-1726,8500.0,3.74,30407.9
Block-1727,3800.0,1.29,4956.8
Block-1728,900.0,1.56,1390.4
Block-1729,4900.0,2.75,13797.5
Block-1730,900.0,0.88,812.0
Block-1731,900.0,1.11,1060.3
Block-1732,1200.0,2.55,3175.7
Block-1733,900.0,0.93,845.3
Block-1734,12400.0,1.81,23876.1
Block-1735,1800.0,0.07,279.7
Block-1736,1600.0,2.1,3340.9
Block-1737,4000.0,3.03,13296.6
Block-1738,1200.0,2.38,2866.2
Block-1739,1200.0,2.54,3082.7
Block-1740,900.0,1.26,1118.9
Block-1741,5200.0,-0.08,1804.3
Block-1742,900.0,1.18,1104.6
Block-1743,6600.0,3.65,22665.2
Block-1744,900.0,0.92,810.7
Block-1745,30800.0,4.74,144371.6
Block-1746,2300.0,2.49,5573.0
Block-1747,900.0,1.8,1619.4
Block-1748,900.0,1.1,1011.3
Block-1749,1800.0,2.24,4182.5
Block-1750,900.0,1.61,1470.6
Block-1751,900.0,0.71,629.5
Block-1752,7700.0,0.69,7401.7
Block-1753,900.0,0.85,780.4
Block-1754,900.0,1.22,1089.5
Block-1755,6300.0,2.22,15522.2
Block-1756,3800.0,1.06,3873.7
Block-1757,900.0,1.33,1258.6
Block-1758,900.0,1.48,1370.9
Block-1759,5200.0,0.11,2987.5
Block-1760,4900.0,2.5,11725.7
Block-1761,3000.0,0.88,2608.3
Block-1762,900.0,1.76,1638.1
Block-1763,1500.0,2.47,3665.0
Block-1764,3400.0,1.55,5105.4
Block-1765,383500.0,0.94,641163.1
Block-1766,5400.0,2.16,12115.8
Block-1767,12000.0,2.14,26381.8
Block-1768,900.0,1.02,972.4
Block-1769,900.0,1.97,1770.4
Block-1770,3400.0,1.47,5928.3
Block-1771,6500.0,3.32,20689.3
Block-1772,8900.0,0.72,9096.8
Block-1773,7300.0,0.09,4233.3
Block-1774,3300.0,2.77,8803.6
Block-1775,900.0,3.42,3070.9
Block-1776,2400.0,1.73,3996.0
Block-1777,2100.0,1.68,3749.5
Block-1778,4400.0,1.43,6685.2
Block-1779,900.0,1.13,966.5
Block-1780,8100.0,2.13,17226.2
Block-1781,1200.0,1.24,1486.4
Block-1782,900.0,0.27,285.2
Block-1783,20600.0,-0.78,16302.9
Block-1784,5200.0,1.1,6955.0
Block-1785,15900.0,2.92,48310.7
Block-1786,900.0,0.93,857.4
Block-1787,2200.0,1.61,3605.6
Block-1788,1200.0,0.73,894.1
Block-1789,2100.0,0.66,1687.6
Block-1790,1500.0,1.76,2710.4
Block-1791,900.0,1.68,1526.4
Block-1792,2700.0,0.65,1828.0
Block-1793,14400.0,2.12,34248.7
Block-1794,3800.0,1.4,5156.4
Block-1795,1800.0,0.84,1471.7
Block-1796,2400.0,1.18,2776.7
Block-1797,5700.0,-0.4,1190.8
Block-1798,7700.0,1.31,13113.8
Block-1799,6900.0,2.15,15921.4
Block-1800,2100.0,1.5,3230.2
Block-1801,900.0,1.78,1581.2
Block-1802,36500.0,-0.25,31310.7
Block-1803,4800.0,3.31,16020.5
Block-1804,1600.0,1.43,2404.7
Block-1805,5200.0,0.65,4457.6
Block-1806,1200.0,1.31,1623.2
Block-1807,1500.0,0.63,1168.5
Block-1808,2100.0,0.46,922.6
Block-1809,2800.0,1.44,4114.7
Block-1810,1500.0,2.45,3592.0
Block-1811,2700.0,2.4,6546.8
Block-1812,5900.0,2.58,18216.2
Block-1813,2400.0,0.61,1719.7
Block-1814,1900.0,3.0,5690.1
Block-1815,15900.0,1.83,40313.7
Block-1816,5500.0,0.95,6071.2
Block-1817,3900.0,3.08,12732.6
Block-1818,1500.0,2.25,3606.5
Block-1819,1200.0,1.71,2142.5
Block-1820,1200.0,1.49,1829.1
Block-1821,1400.0,1.94,2704.8
Block-1822,900.0,1.81,1533.8
Block-1823,2600.0,2.97,9088.9
Block-1824,900.0,1.02,918.2
Block-1825,900.0,1.32,1209.8
Block-1826,31800.0,3.07,100906.6
Block-1827,900.0,0.73,720.3
Block-1828,28400.0,3.04,86009.7
Block-1829,1600.0,0.6,1022.6
Block-1830,900.0,0.87,784.5
Block-1831,900.0,1.58,1418.9
Block-1832,2400.0,3.14,6808.1
Block-1833,900.0,2.66,2453.6
Block-1834,1900.0,1.44,2588.3
Block-1835,2500.0,1.91,4603.3
Block-1836,37900.0,2.73,113644.5
Block-1837,2100.0,2.23,4466.6
Block-1838,3200.0,3.01,9870.3
Block-1839,16100.0,3.77,58530.6
Block-1840,1800.0,1.72,2956.3
Block-1841,2400.0,0.85,2420.1
Block-1842,1600.0,1.07,1650.1
Block-1843,9400.0,1.89,19388.2
Block-1844,3700.0,3.62,12396.2
Block-1845,900.0,0.78,762.5
Block-1846,1400.0,0.88,1281.7
Block-1847,7000.0,2.59,19547.1
Block-1848,697300.0,2.52,1859035.7
Block-1849,4400.0,1.1,6164.7
Block-1850,64000.0,3.45,224570.7
Block-1851,1500.0,3.39,5028.2
Block-1852,900.0,1.59,1473.4
Block-1853,41200.0,3.23,131041.9
Block-1854,3700.0,1.98,8942.8
Block-1855,1200.0,0.69,899.2
Block-1856,1800.0,1.1,2002.4
Block-1857,3200.0,0.95,3215.0
Block-1858,900.0,1.59,1402.1
Block-1859,2000.0,1.13,2491.0
Block-1860,900.0,1.91,1734.7
Block-1861,3400.0,0.43,1514.2
Block-1862,4600.0,3.47,16516.1
Block-1863,1800.0,1.83,3189.9
Block-1864,1500.0,0.37,868.8
Block-1865,2100.0,1.69,3919.3
Block-1866,22100.0,1.17,28025.4
Block-1867,1600.0,1.61,2735.0
Block-1868,1200.0,1.25,1573.6
Block-1869,5000.0,4.04,21266.5
Block-1870,3000.0,2.36,6780.5
Block-1871,2700.0,2.14,5727.1
Block-1872,900.0,0.87,814.4
Block-1873,900.0,1.45,1363.2
Block-1874,642400.0,1.33,1439989.9
Block-1875,7700.0,2.61,19548.4
Block-1876,3800.0,1.43,5447.0
Block-1877,900.0,0.85,774.5
Block-1878,1900.0,4.47,8619.2
Block-1879,900.0,2.17,1932.1
Block-1880,12200.0,1.15,19042.2
Block-1881,25100.0,1.47,45543.1
Block-1882,1600.0,1.03,1668.0
Block-1883,9700.0,2.61,24709.3
Block-1884,4800.0,0.58,4258.4
Block-1885,2000.0,1.82,3683.8
Block-1886,3600.0,2.25,9333.6
Block-1887,17800.0,1.03,23671.1
Block-1888,3500.0,2.4,8740.5
Block-1889,26300.0,-0.91,11921.6
Block-1890,900.0,-0.28,0.0
Block-1891,2300.0,1.31,3097.7
Block-1892,7300.0,1.18,11236.4
Block-1893,4000.0,1.58,6896.0
Block-1894,3600.0,2.7,9823.0
Block-1895,900.0,2.17,1972.4
Block-1896,1900.0,1.57,2988.9
Block-1897,24500.0,0.98,28956.4
Block-1898,1200.0,0.91,1171.1
Block-1899,900.0,1.5,1380.0
Block-1900,900.0,0.56,510.7
Block-1901,37500.0,-0.12,24173.7
Block-1902,1200.0,2.07,2514.5
Block-1903,50800.0,1.3,109995.0
Block-1904,7100.0,1.22,12014.7
Block-1905,1600.0,1.68,2734.8
Block-1906,13400.0,-0.17,8441.6
Block-1907,31700.0,1.03,39595.7
Block-1908,30500.0,0.58,28028.7
Block-1909,70800.0,1.14,135559.6
Block-1910,3300.0,1.27,4061.3
Block-1911,1200.0,2.59,3057.0
Block-1912,900.0,0.78,675.4
Block-1913,126500.0,1.72,275565.9
Block-1914,900.0,1.11,1010.3
Block-1915,900.0,1.17,1097.0
Block-1916,36700.0,0.38,45193.4
Block-1917,505000.0,4.64,2465393.8
Block-1918,4200.0,0.47,2654.9
Block-1919,25000.0,2.47,65412.3
Block-1920,19200.0,3.23,62619.9
Block-1921,8000.0,-1.05,474.9
Block-1922,3200.0,0.05,1208.9
Block-1923,13400.0,0.86,13170.1
Block-1924,3600.0,-0.57,659.8
Block-1925,2900.0,1.74,5255.9
Block-1926,1200.0,1.39,1729.2
Block-1927,900.0,1.91,1736.8
Block-1928,1600.0,1.9,3168.6
Block-1929,103100.0,-1.12,131002.3
Block-1930,1800.0,2.39,4413.6
Block-1931,5100.0,2.71,13591.0
Block-1932,3200.0,0.94,3328.1
Block-1933,2600.0,1.96,5466.0
Block-1934,2100.0,3.47,7629.8
Block-1935,900.0,3.94,3569.0
Block-1936,2100.0,2.29,4674.2
Block-1937,5800.0,1.33,10013.4
Block-1938,1500.0,1.83,2636.6
Block-1939,2900.0,2.21,6175.6
Block-1940,1800.0,1.62,3280.6
Block-1941,900.0,0.12,235.1
Block-1942,2800.0,2.41,6994.1
Block-1943,1200.0,1.11,1435.8
Block-1944,6800.0,1.91,14929.9
Block-1945,3900.0,2.74,11930.0
Block-1946,4000.0,1.02,4068.5
Block-1947,900.0,0.75,705.4
Block-1948,1200.0,0.58,679.0
Block-1949,131500.0,-0.12,162776.9
Block-1950,4200.0,0.75,3682.5
Block-1951,900.0,0.35,347.4
Block-1952,29000.0,2.05,70765.2
Block-1953,1900.0,0.65,1293.6
Block-1954,900.0,2.47,2182.8
Block-1955,2300.0,2.41,5624.4
Block-1956,4200.0,1.59,6762.3
Block-1957,3300.0,0.09,851.8
Block-1958,1500.0,1.5,2439.7
Block-1959,900.0,2.26,2078.1
Block-1960,900.0,1.39,1321.2
Block-1961,10300.0,1.89,19018.0
Block-1962,8900.0,3.14,28270.1
Block-1963,130800.0,5.68,767971.6
Block-1964,6700.0,2.12,14491.8
Block-1965,1200.0,2.29,2792.8
Block-1966,900.0,2.29,2056.8
Block-1967,1800.0,1.09,2032.0
Block-1968,73700.0,5.48,428350.3
Block-1969,186900.0,0.97,339208.1
Block-1970,900.0,1.21,1041.2
Block-1971,3300.0,1.75,7608.2
Block-1972,1200.0,0.9,1132.2
Block-1973,2300.0,2.27,5417.5
Block-1974,1200.0,0.92,1158.2
Block-1975,900.0,2.32,2130.3
Block-1976,900.0,1.82,1621.9
Block-1977,5100.0,3.73,19205.1
Block-1978,900.0,1.75,1555.7
Block-1979,40800.0,3.39,143484.4
Block-1980,900.0,0.47,472.5
Block-1981,900.0,1.29,1180.5
Block-1982,900.0,1.34,1229.6
Block-1983,191900.0,3.82,748498.5
Block-1984,1200.0,0.78,1000.5
Block-1985,20200.0,3.37,70823.5
Block-1986,900.0,1.41,1281.1
Block-1987,2600.0,2.2,5713.3
Block-1988,1200.0,0.9,1148.5
Block-1989,1200.0,1.09,1327.7
Block-1990,3600.0,2.27,8161.7
Block-1991,8500.0,-0.49,9197.7
Block-1992,900.0,0.93,946.4
Block-1993,15300.0,1.02,21401.8
Block-1994,1500.0,2.39,3895.7
Block-1995,900.0,1.17,1093.4
Block-1996,5700.0,1.1,6634.6
Block-1997,4400.0,1.49,7020.2
Block-1998,900.0,1.5,1360.1
Block-1999,3400.0,0.78,2719.5
Block-2000,2900.0,0.32,1537.0
Block-2001,10800.0,4.24,43476.8
Block-2002,900.0,1.17,1066.5
Block-2003,3100.0,2.72,8719.7
Block-2004,2000.0,2.31,4601.1
Block-2005,2200.0,3.04,6620.4
Block-2006,900.0,0.07,78.5
Block-2007,66400.0,2.41,186006.2
Block-2008,900.0,2.25,2071.5
Block-2009,1200.0,0.13,407.7
Block-2010,2300.0,3.07,6316.9
Block-2011,16100.0,2.27,46232.7
Block-2012,4700.0,-0.06,2355.9
Block-2013,3200.0,1.76,5978.1
Block-2014,1200.0,1.05,1307.6
Block-2015,4400.0,3.53,15841.9
Block-2016,2600.0,2.05,5687.0
Block-2017,1200.0,1.59,2035.5
Block-2018,5700.0,0.8,5117.6
Block-2019,900.0,0.27,263.1
Block-2020,43700.0,1.33,108267.3
Block-2021,6900.0,1.22,8821.6
Block-2022,180000.0,6.94,1118561.1
Block-2023,22000.0,3.96,90784.6
Block-2024,900.0,1.62,1549.0
Block-2025,2300.0,0.24,600.1
Block-2026,1500.0,1.57,2238.5
Block-2027,2500.0,1.42,3843.6
Block-2028,30800.0,4.03,117934.3
Block-2029,1600.0,1.04,1787.9
Block-2030,6600.0,-0.41,394.0
Block-2031,58800.0,0.92,87657.3
Block-2032,9100.0,2.27,23750.2
Block-2033,1800.0,1.92,3626.5
Block-2034,900.0,0.69,646.5
Block-2035,900.0,1.29,1213.0
Block-2036,9100.0,0.75,10253.1
Block-2037,5000.0,0.9,6499.9
Block-2038,79100.0,0.8,151961.0
Block-2039,2600.0,0.53,2058.3
Block-2040,1200.0,0.72,959.8
Block-2041,900.0,1.68,1545.3
Block-2042,12200.0,0.66,11157.8
Block-2043,900.0,0.23,277.9
Block-2044,1200.0,1.88,2340.3
Block-2045,5300.0,1.29,6908.2
Block-2046,2100.0,0.83,1769.6
Block-2047,3600.0,3.01,10381.6
Block-2048,900.0,0.97,896.8
Block-2049,1200.0,0.97,1215.7
Block-2050,71700.0,3.91,303031.9
Block-2051,2100.0,2.83,5771.6
Block-2052,1200.0,1.55,1826.1
Block-2053,900.0,2.21,2020.7
Block-2054,3400.0,2.85,9073.2
Block-2055,900.0,1.56,1428.8
Block-2056,44000.0,3.09,146784.4
Block-2057,2900.0,1.36,3931.3
Block-2058,900.0,0.39,389.4
Block-2059,2100.0,1.4,2984.0
Block-2060,11500.0,1.35,22883.3
Block-2061,4900.0,1.12,6187.6
Block-2062,29800.0,3.49,105408.1
Block-2063,2100.0,0.21,1136.0
Block-2064,3600.0,-0.55,706.1
Block-2065,13400.0,0.25,8541.1
Block-2066,4100.0,2.53,10404.2
Block-2067,1200.0,1.26,1563.0
Block-2068,13200.0,2.11,25742.8
Block-2069,2400.0,2.96,6962.5
Block-2070,900.0,1.42,1385.1
Block-2071,900.0,1.29,1183.8
Block-2072,900.0,1.9,1723.6
Block-2073,2300.0,1.95,4689.6
Block-2074,3700.0,2.86,10725.0
Block-2075,4100.0,3.07,12344.7
Block-2076,4000.0,0.37,3484.0
Block-2077,7500.0,-0.15,1754.3
Block-2078,3300.0,3.14,11061.0
Block-2079,6200.0,1.97,14385.9
Block-2080,900.0,1.02,969.0
Block-2081,1800.0,2.56,4565.8
Block-2082,1500.0,1.46,2256.3
Block-2083,1800.0,1.13,2027.9
Block-2084,7900.0,0.71,15499.1
Block-2085,900.0,1.56,1437.8
Block-2086,3300.0,2.02,6396.8
Block-2087,10900.0,3.96,44945.2
Block-2088,900.0,1.24,1216.9
Block-2089,9700.0,0.8,9673.9
Block-2090,4400.0,1.69,7493.1
Block-2091,21700.0,-1.25,9838.5
Block-2092,5700.0,1.52,10103.6
Block-2093,129500.0,3.19,480432.5
Block-2094,900.0,2.75,2476.5
Block-2095,9400.0,-0.25,4578.9
Block-2096,2500.0,2.35,5663.1
Block-2097,3700.0,2.92,10736.8
Block-2098,2000.0,2.01,4246.5
Block-2099,15500.0,1.87,37880.7
Block-2100,1200.0,1.12,1411.8
Block-2101,900.0,2.33,2146.4
Block-2102,3200.0,2.06,6787.4
Block-2103,900.0,1.46,1383.6
Block-2104,2400.0,2.93,6767.7
Block-2105,146300.0,3.22,457801.7
Block-2106,1500.0,1.15,1823.1
Block-2107,29200.0,4.03,122624.7
Block-2108,3700.0,0.0,1398.0
Block-2109,5400.0,0.96,7505.2
Block-2110,156400.0,5.26,755894.6
Block-2111,4200.0,0.98,5712.1
Block-2112,9700.0,-0.59,3193.0
Block-2113,600.0,0.77,459.5
Block-2114,25500.0,0.76,23677.9
Block-2115,900.0,1.37,1240.8
Block-2116,4000.0,2.09,8295.1
Block-2117,8600.0,3.11,26528.7
Block-2118,1800.0,0.46,801.7
Block-2119,53800.0,1.55,114023.4
Block-2120,1500.0,1.01,1431.1
Block-2121,20700.0,2.73,55419.0
Block-2122,7100.0,-2.86,30.8
Block-2123,1800.0,0.46,941.5
Block-2124,600.0,1.71,1041.7
Block-2125,31400.0,2.69,87673.9
Block-2126,4400.0,0.67,3243.6
Block-2127,141000.0,2.27,329521.8
Block-2128,19600.0,2.6,54837.5
Block-2129,1400.0,0.42,551.3
Block-2130,600.0,0.43,265.4
Block-2131,1200.0,0.42,529.7
Block-2132,19100.0,0.71,22959.4
Block-2133,4000.0,3.08,11964.7
